	DocName	Text	Agitation	Anger	Fear	Joy	Love	Sadness	Context	ID	label
5730	Schutzengel Bleibtreu, Carl [alt. Bleibtreu, Karl]	"Die Visionen schwanden, wie
Mein Auge sank, das thränenfeuchte."	1.0	0.0	0.0	0.0	0.0	0.0	"Ich bin der Schönheit bester Theil.
Trifft mich des Grames giftiger Pfeil,
Sing' ich noch süßre Schwanenlieder.
Ich schütte Blumen auf die Gruft,
Ich stürze aus bewölkter Luft
Als Blitzstrahl der Begeistrung nieder. Ich wetterleuchte rings umher;
Und wie die Perle schläft im Meer,
Birgt mich des Herzens tiefste Kammer.
Bin Taube, die den Ölzweig bringt;
Bin Regenbogen, der sich schlingt
Versöhnend ob der Sündfluth Jammer. Sieh hier mein Diadem: Zumal
Ein Sonnen- und ein Mondenstrahl
Dafür mir schenkten ihr Gefunkel.
Denn wie die Sonne leite ich
Und sanften Zauber spreite ich
Dem Mond gleich über's Lebensdunkel. Wir wissen nichts, stets weicht zurück
Die Wahrheit vor des Forschers Blick,
Fata Morgana täuscht so sinnig —
Schau hier in meines Schildes Rund:
Dort spiegeln wieder, reich und bunt,
Sich alle Lebensfarben innig. Mit dieser Mischung reinstem Strahl
Mal' ich das Luftschloß Ideal.
Ich bin auch deines Lebens Leuchte.
Ich bin die Muse Poesie.“ Die Visionen schwanden, wie
Mein Auge sank, das thränenfeuchte."	l0070228	AGITATION
4181	Nachenfahrt Geßler, Friedrich	"Aus ist das Plaudern. Wir schaudern und sinnen;
Über die Gräber gleitet der Kahn.
Kannst du die Fluten zum Guten gewinnen,
Schiffsmann, hast du Gelübde gethan?"	0.0	0.0	1.0	0.0	0.0	0.0	"Nachenfahrt
Geßler, Friedrich Leicht auf den schaukelnden, gaukelnden Wellen
Treibt uns der hurtig gleitende Kahn;
Sieh, wie sie funkeln, die dunkeln Libellen,
Magisch umschwärmen die glitzernde Bahn. Lachende Fluren! azuren der Himmel!
Auf dem Gewässer ihr flimmerndes Bild!
Drüben ein rankend und schwankend Gewimmel
Blühender Nelken am Ufergefild! Nun aber düster Geflüster der Weiden,
Ängstliche Kiebitzrufe im Rohr!
Fährmann faltet und faltet die beiden
Hände zu frommem Gebet empor. Denn wo die Wellen erschwellen und branden,
Da ist der Gottesacker im Rhein:
Tausend' umschlang er und zwang er, sie fanden
Tief ihre Ruh' in Geröll und Gestein. Aus ist das Plaudern. Wir schaudern und sinnen;
Über die Gräber gleitet der Kahn.
Kannst du die Fluten zum Guten gewinnen,
Schiffsmann, hast du Gelübde gethan?"	l00130119	FEAR
802	Altes Bild Schoenaich-Carolath, Prinz Emil von [alt. Schönaich-Carolath, Prinz Emil von; Schoenaich-Carolath, Emil zu]	"Daß tief im Samt, dem dunkelvioletten,
Des Pagen Hand und ihre sich verketten —
Der alte Doge kniet im Stuhl und betet."	0.0	0.0	0.0	0.0	1.0	0.0	"Altes Bild
Schoenaich-Carolath, Prinz Emil von [alt. Schönaich-Carolath, Prinz Emil von; Schoenaich-Carolath, Emil zu] Der Markusdom, der bunte, klangumtönte,
Hat seine Pforten gähnend aufgeschlagen,
Am Hochaltar, wo Priester Kerzen tragen,
Tront stolz der Doge, der vom Volk gekrönte. Es lehnt an ihm in mädchenhaftem Zagen
Sein junges Weib, das holde, glückverschönte.
Ein Page, der an Schleppendienst gewöhnte,
Kniet stumm dabei in Puffenwams und Kragen. Der Weihrauch dampft, zu Ende geht die Messe,
Es blickt verklärt die schöne Dogaresse...
Doch sehen könnt ihr, wenn ihr näher tretet, Daß tief im Samt, dem dunkelvioletten,
Des Pagen Hand und ihre sich verketten —
Der alte Doge kniet im Stuhl und betet."	l0030378	LOVE
4344	Lilien Handel-Mazzetti, E. v.	"Lilien
Handel-Mazzetti, E. v."	0.0	0.0	0.0	0.0	0.0	0.0	"Lilien
Handel-Mazzetti, E. v."	l00140092	NONE
1152	Frühlingslied in der Stadt Seidel, Heinrich	"Frühlingslied in der Stadt
Seidel, Heinrich"	0.0	0.0	0.0	0.0	0.0	0.0	"Frühlingslied in der Stadt
Seidel, Heinrich"	l0010217	NONE
5357	Verlust im Siege Grohmann, Josef Virgil [alt. Grohmann, J. Virgil]	"Er jubelt auf, — rings schweigen seine Krieger;
Er blickt umher, — weh ihm, er sieht nur Leichen!
Manch theures Antlitz trägt das Todeszeichen
Und schweigend steht der schwergeprüfte Sieger"	0.0	1.0	1.0	1.0	0.0	0.0	"In niedrer Hütte keimte mir das Leben,
Der Kummer sang mir seine Wiegenlieder
Und streute gift'gen Mehlthau auf mich nieder;
Ein ärmlich Loos schien mir das Glück zu weben. Doch in der bleichen, abgehärmten Hülle
Erweckte Gott der Seele kühnes Drängen;
Ich wagte bald, die enge Haft zu sprengen,
Zu werben um des Lebens schönste Fülle. Und siegreich trat ich aus dem schweren Ringen,
Das Misgeschick war glorreich überwunden —
Und doch, was ist es, daß in trüben Stunden
So bange Laute mir die Brust durchklingen? So zog der jüngre Sohn vor alten Zeiten
In fremdes Land hinaus, der Unverzagte,
Das Erbe, das die Heimat ihm versagte,
Durch eigne Kraft sich draußen zu erstreiten. Wie scholl im Kampf so freudig seine Stimme,
Wie grimmig sprang sein Schwert auf Schild und Spangen!
Es floß der Schweiß, das Blut von seinen Wangen,
Bis daß der Feind entwich vor seinem Grimme. Er jubelt auf, — rings schweigen seine Krieger;
Er blickt umher, — weh ihm, er sieht nur Leichen!
Manch theures Antlitz trägt das Todeszeichen
Und schweigend steht der schwergeprüfte Sieger"	l0020058	ANGER#FEAR#JOY
6330	Monats-Lehren Gubitz, Friedrich W. [alt. Gubitz, F. W.]	"Nur frischen Muth! — denn Jedem kommt nach Plage
Die Weih-Nacht zu dem ew'gen Hoffnungstage!"	0.0	0.0	0.0	1.0	0.0	0.0	"Wem nicht im Juli reifet schon die Saat,
Der schlug sich selber durch versäumte That. Wohl Dem, der seines Wirkens sich erfreut,
Und vor gerechter Ernte sich nicht scheut. Des Menschen Leben ist kein Blumenspiel,
So wie Natur, hat's Fruchtgewinn zum Ziel. Das Alter wird dem Wein nicht nur zum Lobe,
Es ist auch uns'res Lebens beste Probe. Ob ihr der Speicher reiche Fülle preist,
Die schönste Fülle schaffet doch der Geist. Nur frischen Muth! — denn Jedem kommt nach Plage
Die Weih-Nacht zu dem ew'gen Hoffnungstage!"	l0080179	JOY
3798	Zweifel X.X.	"Und sollte dennoch einst ergehen
Streng über uns ein Weltgericht,
Und müssten schauernd wir gestehen:
Es ist ein Gott; wir glaubtens nicht —"	0.0	0.0	1.0	0.0	0.0	0.0	"Zweifel
X.X. Und sollte dennoch einst ergehen
Streng über uns ein Weltgericht,
Und müssten schauernd wir gestehen:
Es ist ein Gott; wir glaubtens nicht —"	l0050086	FEAR
4622	Allein Jahn, Hermann Eduard	"Das treuste Herz, das hier für dich geschlagen,
Das Mutterherz, es stockt für immer nun;
Die dich geschützt, die liebend dich getragen,
Die Hände jetzt erschlafft auf ewig ruhn.
Dort liegt sie, dort tief unterm kalten Sande,
Dein Klagen dringt zu ihr nicht mehr hinein,
Zerrissen ist das heiligste der Bande —
Du bist allein!"	0.0	0.0	0.0	0.0	1.0	1.0	"Allein
Jahn, Hermann Eduard Die Sonn' verlischt, die Abendschatten steigen
Dort aus der Haide so gespenstig grau;
Des Waldes tausend Blätterzungen schweigen,
Nur leise fällt von Ast zu Ast der Tau;
Die Blume schläft, der Sonne letzte Strahlen
Birgt sie getreu in ihres Busens Schrein — —
Nur du, nur du wachst noch in tiefen Qualen
Du bist allein! Das treuste Herz, das hier für dich geschlagen,
Das Mutterherz, es stockt für immer nun;
Die dich geschützt, die liebend dich getragen,
Die Hände jetzt erschlafft auf ewig ruhn.
Dort liegt sie, dort tief unterm kalten Sande,
Dein Klagen dringt zu ihr nicht mehr hinein,
Zerrissen ist das heiligste der Bande —
Du bist allein!"	l00130425	LOVE#SADNESS
6217	Solamen Freytag, Philipp	"Ich selber hielt zu jenen,
Die solchen Trost verlacht,
Als mir noch keine Thränen
Das Schicksal hatt' gebracht."	0.0	1.0	0.0	1.0	0.0	1.0	"Solamen
Freytag, Philipp Man pflegt zumeist im Leben
Nur sehr geringen Wert
Dem alten Spruch zu geben,
Der also uns gelehrt: Es diene den Elenden
Zum Troste allezeit,
Daß sie die Blicke wenden
Auf andrer Menschen Leid. Ich selber hielt zu jenen,
Die solchen Trost verlacht,
Als mir noch keine Thränen
Das Schicksal hatt' gebracht."	l00130114	ANGER#JOY#SADNESS
2760	Gedanken-Begegnung Feller, Josef [alt. Feller, Joseph]	"„Schau doch, heute steht der Nachbar
Schon so früh vor seiner Thür,
Und aus seinem Antlitz leuchtet
Neue Vaterfreud' herfür!“ —"	0.0	0.0	0.0	0.0	0.0	0.0	"Gedanken-Begegnung
Feller, Josef  „Schau doch, heute steht der Nachbar
Schon so früh vor seiner Thür,
Und aus seinem Antlitz leuchtet
Neue Vaterfreud' herfür!“ —"	l00130109	NONE
3346	Christnacht Scheffel, Victor von [alt. Scheffel, Joseph Victor von]	"Die Pfaffheit sung mit Orgelschall:
„Dem Herrn sei Preis und Minne,
Und Fried im Thal den Menschen all
Von gutem Sinne.“
Da hat ihr freies Haupt der Wucht
der Hüllen sich entwunden,
Da hat ihr Auge meins gesucht
Und auch gefunden.
Ein langer vielberedter Blick
Erzählte stumm ein ganz Geschick
Von freudlos öden Tagen
Und Plagen."	0.0	0.0	0.0	0.0	1.0	1.0	"Christnacht
Scheffel, Victor von  Dass ich nach langer Trennung Leid
Die Gute durfte schauen,
Das war in weinachtheilger Zeit
Vor Tagesgrauen.
Da rief der erste Hahnenkrȃt
Die Schläfer aus den Betten,
Mit Lichtlein schlichen aus der Stadt
Die Fraun zur Metten.
Als wie Knechts Ruprechts Mummgestalt
Kam sie vom Berg zum Dom gewallt,
In Pelzwerk Stirn und Ohren
Verloren. Die Pfaffheit sung mit Orgelschall:
„Dem Herrn sei Preis und Minne,
Und Fried im Thal den Menschen all
Von gutem Sinne.“
Da hat ihr freies Haupt der Wucht
der Hüllen sich entwunden,
Da hat ihr Auge meins gesucht
Und auch gefunden.
Ein langer vielberedter Blick
Erzählte stumm ein ganz Geschick
Von freudlos öden Tagen
Und Plagen."	l00160247	LOVE#SADNESS
6098	Der edle Stein Waldow, Hermann	"Gleich jenem edlen Steine faß, o Herz,
Der Freude Strahlen eng in dir zusammen,
Die dir in sonnenhellen Tagen flammen,
Als Talismann, droht Sorge dir und Schmerz;
Als Talismann, der trotz des Winters Macht
Dein Leben schmückt mit Lenz und Blütenpracht —"	0.0	0.0	0.0	1.0	0.0	1.0	"Der edle Stein
Waldow, Hermann Ich hörte jüngst von einem edlen Steine,
Der kühn gewonnen aus der Erde Schacht
Und von dem Strahl der Sonne angelacht,
Die Strahlen alle eng in sich vereine;
Der, wenn sich auf die Fluren, auf die Haine
Mit ihren Schleiern niedersenkt die Nacht,
Ausströmt sein Licht in wunderbarer Pracht,
Verklärend alles rings mit mildem Scheine. — Gleich jenem edlen Steine faß, o Herz,
Der Freude Strahlen eng in dir zusammen,
Die dir in sonnenhellen Tagen flammen,
Als Talismann, droht Sorge dir und Schmerz;
Als Talismann, der trotz des Winters Macht
Dein Leben schmückt mit Lenz und Blütenpracht —"	l00130320	JOY#SADNESS
228	Die Wintersonne Peters, Adolf l0080375	"Du schwebst und schwillst und strömst den ew'gen Morgen
Wie Gott durch alle Himmel hin,
Und tiefe Nacht umhüllt mit Gram und Sorgen
Des Menschen Sinn."	0.0	0.0	0.0	0.0	1.0	1.0	"Tief schläft Natur, in ihrem Flimmerkleide
Unendlich vor mir hingedehnt,
Und meine Seele darbt, die sich im Leide
Nach Leben sehnt. Entlaubte Birken zieh'n im Trauerreigen
Zum Felsensteg, wo im Azure träumt
Die Tanne mit den ewig grünen Zweigen,
Von Schnee gesäumt. Der Wipfel glüht, berührt vom Sonnenballe,
Mein Auge haftet an dem Schein,
Es saugt und trinkt, berauscht vom farb'gen Schwalle,
Trinkt tief ihn ein. Wie ich so still am Sonnenantlitz hange,
Kommt Himmelsfrieden über mich,
Und durstig, selig trink' ich lange, lange —
Schon neigt sie sich. O süßer Lichtstrom, bist du Gottes Helle,
Die mich mit Gluthen übergießt?
Ahmst du die erste Liebe nach, die Quelle,
Die endlos fließt? Du schwebst und schwillst und strömst den ew'gen Morgen
Wie Gott durch alle Himmel hin,
Und tiefe Nacht umhüllt mit Gram und Sorgen
Des Menschen Sinn."	l0080375	LOVE#SADNESS
898	MÄRZABEND ERNST BLASS l0029005	MÄRZABEND	0.0	0.0	0.0	0.0	0.0	0.0	MÄRZABEND	l0029005	NONE
6750	Drei Jahr' sind bald vorbei Katsch, Adolf	"Und wie er dicht nun an uns war
Und guten Morgen bot,
Ward plötzlich Schwester Anna bleich
Und plötzlich wieder rot.
„Wilhelm!“ rief sie — „Anna!“ rief er
Und zog sie an die Brust.
Sie herzten und sie küßten sich
In sel'ger Liebeslust."	1.0	0.0	0.0	1.0	1.0	0.0	"Drei Jahr' sind bald vorbei
Katsch, Adolf Als auf die Wanderschaft ich ging,
Das war des Morgens früh:
Da gaben das Geleite mir
Die Ann' und die Marie.
Die Anne meine Schwester war,
Die trug mein Bündelein;
Marie hing an meinem Arm,
Das war die Liebste mein. Und wo der Weg sich kreuzen thut,
Da standen still wir drei;
Da küßt' ich scheidend die Marie
Und schwur ihr ew'ge Treu.
Ein Wanderbursch des Weges kam,
Der sang gar frisch: „Juchhei!
Drei Jahre mußt' ich wandern wohl,
Drei Jahr' sind bald vorbei.“ Und wie er dicht nun an uns war
Und guten Morgen bot,
Ward plötzlich Schwester Anna bleich
Und plötzlich wieder rot.
„Wilhelm!“ rief sie — „Anna!“ rief er
Und zog sie an die Brust.
Sie herzten und sie küßten sich
In sel'ger Liebeslust."	l00130170	AGITATION#JOY#LOVE
3135	Am Sarge Pichler, Fritz [alt. Pichler, Friedrich]	"Hast du wol solche Leichen schon geschaut,
Die offnen Aug's ...? Du kehrst dich ab? Dir graut?
Du mußt nicht fürchten sie, mußt sie beweinen:
Sie liebten, lebend, ohne Glück; nun kann
Im Tode selbst nicht ruhn der arme Mann,
Sein Aug' ist offen, suchet nach der Einen."	0.0	0.0	1.0	1.0	1.0	1.0	"Am Sarge
Pichler, Fritz [alt. Pichler, Friedrich] Hast du wol solche Leichen schon geschaut,
Die offnen Aug's ...? Du kehrst dich ab? Dir graut?
Du mußt nicht fürchten sie, mußt sie beweinen:
Sie liebten, lebend, ohne Glück; nun kann
Im Tode selbst nicht ruhn der arme Mann,
Sein Aug' ist offen, suchet nach der Einen."	l0020124	FEAR#JOY#LOVE#SADNESS
3917	Recensenten Volkmann, Richard [Pseud. Leander, Richard]	"Alten Zeiten sinn' ich nach, längst verrauschter Fabel —
Eine Ente schwimmt herbei mit profanem Schnabel."	1.0	0.0	0.0	0.0	0.0	0.0	"Recensenten
Volkmann, Richard [Pseud. Leander, Richard] Bläulich breitet sich der See bis zum Firmamente;
Meine Seele dehnt sich weit mit dem Elemente. Alten Zeiten sinn' ich nach, längst verrauschter Fabel —
Eine Ente schwimmt herbei mit profanem Schnabel."	l00160184	AGITATION
549	Am Meer Lieber, Alfred von	"Am Meer
Lieber, Alfred von"	0.0	0.0	0.0	0.0	0.0	0.0	"Am Meer
Lieber, Alfred von"	l0060056	NONE
5192	Gastlichkeit Dräxler, Carl Ferdinand [Pseud. Dräxler-Manfred, Carl]	"Wollte meine Früchte zeigen:
Jungen, kommt im raschen Lauf!
Braucht nicht erst emporzusteigen,
Haltet nur die Taschen auf!"	0.0	0.0	0.0	0.0	0.0	0.0	"Nur herein! Die heitre
Miene würzt das Mahl,
Und die Lust erweitre
Enge Pfähle uns zum Saal. Gottgesandt, willkommen
Sei, o lieber Gast!
Seit du Platz genommen,
Ward die Hütte zum Palast! Blumen giebt's, die sich entfärben
Wenn der Nordwind sie bestreicht;
Gute Werke auch verderben,
Wenn ein finst'rer Blick sie reicht. Darum, geb' ich auch nur wenig,
Geb' ich gern, als froher Mann;
Bin ich doch ein kleiner König,
Wenn ich Andern geben kann! Sollt' ich erst das Glück erreichen
Und mich schatzgesegnet sehn,
Wollt' ich gern dem Obstbaum gleichen
Und in Dorfes Mitte stehn. Wollte meine Früchte zeigen:
Jungen, kommt im raschen Lauf!
Braucht nicht erst emporzusteigen,
Haltet nur die Taschen auf!"	l0080109	NONE
5722	Schutzengel Bleibtreu, Carl [alt. Bleibtreu, Karl]	"Wenn Sinnlichkeit dich unterjocht,
Wenn dir's im Busen kocht und pocht,
Ergreife meine kühle Rechte!
In meinem Spiegel man erkennt,
Mit meinem Messer man zertrennt
Der Leidenschaften Truggeflechte.“"	0.0	0.0	0.0	1.0	1.0	0.0	"Drei Geister nahten diese Nacht,
Die trübe sinnend ich durchwacht.
Mein innres Aug' sah Visionen.
Sie thronen nicht im Sternenzelt:
Sie sind Geschöpfe dieser Welt,
Die als Schutzengel sie bewohnen. Der erste Geist am Lager stand,
Schwarz war sein Haar und sein Gewand,
Und sprach mit monotonem Laute:
„Ich bin der Trost für jeden Schmerz,
Das Herz ich weise himmelwärts,
Das auf der Falschheit Schwüre baute. Bin Vampyr, der aus wunder Brust
Zwar saugt das Blut der Lebenslust,
Doch auch fortfächelt alle Leiden;
Bin Stab, der zur Erkenntniß führt,
Doch welken macht, was er berührt —
Ich bin die Mutter dieser Beiden.“ Sie wies auf jene andern Zwei.
Vortrat die zweite stolz und frei
Mit festem herrschaft-sicherm Tritte.
Sie prahlte nicht mit Prunkgeschmaid,
Nur einen Spiegel hielt die Maid
Und neigte sich in stummer Bitte. „Erwähle mich!“ so rief sie hell.
„Wir kennen uns ja lang, Gesell,
Ich kann dir mehr als jene geben.
Bereitet sie dich vor zum Tod,
So lehre ich trotz aller Noth
Dich tugendhaft und glücklich leben. Wenn Sinnlichkeit dich unterjocht,
Wenn dir's im Busen kocht und pocht,
Ergreife meine kühle Rechte!
In meinem Spiegel man erkennt,
Mit meinem Messer man zertrennt
Der Leidenschaften Truggeflechte.“"	l0070228	JOY#LOVE
7543	Liebe Miegel, Agnes l0030286	"Wieder werd' ich, in Reu und Leid,
Deinen geliebten Namen nennen,
Wieder, wie in verschollener Zeit,
Wird mein Mund nach dem deinen brennen,
Und, die Kerze in zitternder Hand,
Schreit' ich hinab die Treppenstufen —
Wie ein Brautkleid rauscht mein Gewand,
Und mir ist, ich hörte dich rufen..."	0.0	0.0	0.0	0.0	1.0	1.0	"Liebe
Miegel, Agnes Eh' du nicht stirbst in Elend und Not,
Eh' deine Stirn nicht mit Wahnsinn geschlagen —
Keine Rose und Nelke rot
Werde ich mehr im Tanze tragen.
Meine kleinen schneeweißen Schuh',
Die ich getragen bei Reigen und Geigen,
Sollen verstauben in ihrer Truh'
Unter welken Lavendelzweigen. Aber kommt dann endlich der Tag,
Wo sie mir sagen: „Er ist gestorben;
Fluch auf all seinen Wegen lag,
Unstet und flüchtig ist er verdorben“ —
Dann wird lachen mein blasser Mund,
Süß und hell wie in alten Tagen,
Seidene Kleider werd' ich zur Stund',
Ringe und Spangen und Ketten tragen;
Werde tanzen drei Nächte lang,
Rosen im Gürtel und Rosen im Haare —
Während dein Weib, verzweifelnd und bang,
Knieend betet an deiner Bahre. Aber kommt dann die vierte Nacht,
Ist die rote Sonne gegangen,
Dann ist mein Lachen ausgelacht,
Blaß wie der Tod sind dann meine Wangen,
Werde sagen: „Nun liegst du fern,
Tief in der gefrorenen Erde,
Gingest dahin — nicht wie ein Stern,
Loschest aus wie ein Fünkchen am Herde.“ Wieder werd' ich, in Reu und Leid,
Deinen geliebten Namen nennen,
Wieder, wie in verschollener Zeit,
Wird mein Mund nach dem deinen brennen,
Und, die Kerze in zitternder Hand,
Schreit' ich hinab die Treppenstufen —
Wie ein Brautkleid rauscht mein Gewand,
Und mir ist, ich hörte dich rufen..."	l0030286	LOVE#SADNESS
4792	ICH BIN JA NOCH EIN KIND FRANZ WERFEL l00300182	ICH BIN JA NOCH EIN KIND	0.0	0.0	0.0	0.0	0.0	0.0	ICH BIN JA NOCH EIN KIND	l00300182	NONE
6163	Aufschwung Bodman, Emanuel von [alt. Bodman, Emanuel Freiherr von; Bodmann, Emanuel von]	"Die Eiche wächst
Ihren knorrigen Wuchs,
Der Falter fliegt
Durch helle Lüfte,
Ich, soll ich sitzen
Für und für
Und müde Fragen
Einwerfen vor jenes
Große Auge?
Kleb' ich mit Wurzeln
An diesem Fleck?
Ich habe Füße
Zu gehn,
Ich habe Hände
Zu schaffen.
Gehn will ich und schaffen
Mensch unter Menschen
Und alle Lust
Und alles Weh
Genießen
Und meine Seele
Zur Flamme entfalten,
Die golden strahlt
Und ihren Schein
In andere Menschen
Übersprüht,
Damit ihr Bild
In ihnen glänze,
Wenn sie lange sich selber
Gelöscht."	0.0	0.0	0.0	1.0	0.0	1.0	"Aufschwung
Bodman, Emanuel von [alt. Bodman, Emanuel Freiherr von; Bodmann, Emanuel von] Durch den Rahmen
Zweier gewaltigen
Eichenstämme
Glänzt der ferne
See mich an,
Glänzt wie das große
Auge der Welt. Mir schaudert.
Das Auge leuchtete,
Als ich noch war
Im Grün des Waldes,
Im Gold der Sonne,
Im Regentropfen.
Das Auge leuchtet
Über mein Leben.
Das Auge wird leuchten,
Wenn ich zurückgekehrt
Ins Grün der Bäume,
Ins Blau der Luft.
Ich muß verwehn.
Wie diese Blüte,
Wie diese Eiche,
Wie dieser Falter,
Der aus der fließenden
Rinde trinkt.
Warum? Warum! rotzackige
Blüte da
Bin ich nicht Du geworden?
Du Eiche?
Du Falter? Ich weiß es nicht.
Ich wurde Mensch. Die Eiche wächst
Ihren knorrigen Wuchs,
Der Falter fliegt
Durch helle Lüfte,
Ich, soll ich sitzen
Für und für
Und müde Fragen
Einwerfen vor jenes
Große Auge?
Kleb' ich mit Wurzeln
An diesem Fleck?
Ich habe Füße
Zu gehn,
Ich habe Hände
Zu schaffen.
Gehn will ich und schaffen
Mensch unter Menschen
Und alle Lust
Und alles Weh
Genießen
Und meine Seele
Zur Flamme entfalten,
Die golden strahlt
Und ihren Schein
In andere Menschen
Übersprüht,
Damit ihr Bild
In ihnen glänze,
Wenn sie lange sich selber
Gelöscht."	l00170028	JOY#SADNESS
4137	Mondnacht im Gebirge Bube, Adolf	"Da trat ich aus des Waldes tiefem Dunkel
Und sah den Vollmond hinter breiten Matten.
Schräg ging zur Seite mir im Thaugefunkel
Aus freier Eb'ne mein gedehnter Schatten."	0.0	0.0	1.0	0.0	0.0	0.0	"Mondnacht im Gebirge
Bube, Adolf Ich schritt hinunter vom bemoosten Gipfel
Auf jähem Pfade zwischen schlanken Tannen,
Die Sonne schien noch auf die höchsten Wipfel,
Als tief im Thal schon Nacht und Nebel spannen. Bald wogten düstre Schleier mir entgegen
Und schlugen über meinem Haupt zusammen.
Schwer wollte Angst sich auf das Herz mir legen,
Wie Strauch und Baum in Finsterniß verschwammen. Da trat ich aus des Waldes tiefem Dunkel
Und sah den Vollmond hinter breiten Matten.
Schräg ging zur Seite mir im Thaugefunkel
Aus freier Eb'ne mein gedehnter Schatten."	l0080073	FEAR
3653	Sänger und Dichter Weishaupt, Karl	"Einsam rauscht der Wasserfall
Durch die stillen Felder,
Einsam schlägt die Nachtigall
Durch die stummen Wälder;
Jubilirend, lustig leicht,
Einsam durch die Lüfte steigt
Auf der Leiter ihrer Lieder
Froh die Lerche auf und nieder."	0.0	0.0	0.0	1.0	0.0	1.0	"Sänger und Dichter
Weishaupt, Karl Einsam rauscht der Wasserfall
Durch die stillen Felder,
Einsam schlägt die Nachtigall
Durch die stummen Wälder;
Jubilirend, lustig leicht,
Einsam durch die Lüfte steigt
Auf der Leiter ihrer Lieder
Froh die Lerche auf und nieder."	l0020175	JOY#SADNESS
161	3. Meine Augen Zander, Antonie	"3. Meine Augen
Zander, Antonie"	0.0	0.0	0.0	0.0	0.0	0.0	"3. Meine Augen
Zander, Antonie"	l0020178	NONE
7930	DIE MORGUE GEORG HEYM l00300068	"Vorbei ist unsre Zeit. Es ist vollbracht.
Wir sind herunter. Seht, wir sind nun tot.
In weißen Augen wohnt uns schon die Nacht,
Wir schauen nimmermehr ein Morgenrot."	0.0	0.0	0.0	0.0	0.0	0.0	"DIE MORGUE Die Wärter schleichen auf den Sohlen leise,
Wo durch das Tuch es weiß von Schädeln blinkt.
Wir, Tote, sammeln uns zur letzten Reise
Durch Wüsten weit und Meer und Winterwind. Wir thronen hoch auf kahlen Katafalken,
Mit schwarzen Lappen garstig überdeckt.
Der Mörtel fällt. Und aus der Decke Balken
Auf uns ein Christus große Hände streckt. Vorbei ist unsre Zeit. Es ist vollbracht.
Wir sind herunter. Seht, wir sind nun tot.
In weißen Augen wohnt uns schon die Nacht,
Wir schauen nimmermehr ein Morgenrot."	l00300068	NONE
1795	Die Harfe Dehmel, Richard l00170055	"Durch die fünf Finger geht ein zäher Kampf,
als wollten sie sich aneinanderzwängen,
durch ihre Kuppen wühlt und spielt ein Krampf,
als rissen sie mit Inbrunst an den Strängen
einer verwunschnen Harfe."	1.0	0.0	0.0	0.0	0.0	0.0	"Die Harfe
Dehmel, Richard Unruhig steht der hohe Kiefernforst,
die Wolken wälzen sich von Ost nach Westen,
lautlos und hastig ziehn die Krähn zu Horst,
dumpf tönt die Waldung aus den braunen Ästen,
und dumpfer tönt mein Schritt. Hier über diese Hügel ging ich schon,
als ich noch nicht den Sturm der Sehnsucht kannte,
noch nicht bei euerm urweltlichen Ton
die Arme hob und ins Erhabne spannte,
ihr dunkeln Riesen rings. In großen Zwischenräumen, kaum bewegt,
erheben sich die graugewordnen Schäfte,
durch ihre grüngebliebnen Kronen fegt
die Wucht der lauten und verhaltnen Kräfte
wie damals. Und Eine steht, wie eines Erdgotts Hand
in fünf gewaltige Finger hochgespalten,
die glänzt noch goldbraun bis zum Wurzelstand
und langt noch höher als die starren alten
einsamen Stämme. Durch die fünf Finger geht ein zäher Kampf,
als wollten sie sich aneinanderzwängen,
durch ihre Kuppen wühlt und spielt ein Krampf,
als rissen sie mit Inbrunst an den Strängen
einer verwunschnen Harfe."	l00170055	AGITATION
2929	Weißt du noch? Prutz, Robert	"Weißt du noch wie deine Wange röther sich, o Liebste, malte,
Da zuerst ins fromme Auge Blitze dir das meine strahlte?
Wie du rasch dich seitwärts kehrtest, zürnend halb und halb erschrocken,
Da der Athem meines Mundes streifte deine süßen Locken?"	0.0	1.0	1.0	0.0	1.0	1.0	"Weißt du noch?
Prutz, Robert Weißt du noch wie deine Wange röther sich, o Liebste, malte,
Da zuerst ins fromme Auge Blitze dir das meine strahlte?
Wie du rasch dich seitwärts kehrtest, zürnend halb und halb erschrocken,
Da der Athem meines Mundes streifte deine süßen Locken?"	l0080399	ANGER#FEAR#LOVE#SADNESS
